"1272","1548 W Sahuaro Dr, Phoenix, AZ, 85029","Match","Exact","1548 W SAHUARO DR, PHOENIX, AZ, 85029","-112.09345241218239,33.58397516118936","128603517","R"
"1271","2901 E  Roosevelt St, Phoenix, AZ, 85008","Match","Exact","2901 E ROOSEVELT ST, PHOENIX, AZ, 85008","-112.01933592946233,33.4585068715225","653305617","R"
"1270","1530 1/2 E Diamond St, Phoenix, AZ, 85006","Match","Exact","1530 1/2 E DIAMOND ST, PHOENIX, AZ, 85006","-112.04912599824115,33.45968517579388","128214245","L"
"1029","2138 E Turney Ave APT A, Phoenix, AZ, 85016","Match","Non_Exact","2138 E TURNEY AVE, PHOENIX, AZ, 85016","-112.03518191291482,33.500283387668674","128318797","L"
"1028","17217 N 17th Ave, Phoenix, AZ, 85023","Match","Exact","17217 N 17TH AVE, PHOENIX, AZ, 85023","-112.09568963970554,33.642121008745335","612683932","L"
"1027","2633 E Glenrosa Ave, Phoenix, AZ, 85016","Match","Exact","2633 E GLENROSA AVE, PHOENIX, AZ, 85016","-112.02515095318711,33.49851244994778","128219286","R"
"1269","1132 E Devonshire Ave, Phoenix, AZ, 85014","Match","Exact","1132 E DEVONSHIRE AVE, PHOENIX, AZ, 85014","-112.05710219037013,33.49731416172767","647523104","L"
"840","4808 N 24th St, Phoenix, AZ, 85016","Match","Exact","4808 N 24TH ST, PHOENIX, AZ, 85016","-112.0303027008083,33.507700168256974","128919145","L"
"1026","2702 E Juniper Ave, Phoenix, AZ, 85032","Match","Exact","2702 E JUNIPER AVE, PHOENIX, AZ, 85032","-112.02416176456285,33.63917702488743","128184746","L"
"1268","2545 E Clarendon Ave, Phoenix, AZ, 85016","Match","Exact","2545 E CLARENDON AVE, PHOENIX, AZ, 85016","-112.02705539574089,33.491212138763785","128219409","R"
"841","811 N  3rd St, Phoenix, AZ, 85004","Match","Exact","811 N 3RD ST, PHOENIX, AZ, 85004","-112.06990480663177,33.45674701489264","128213494","R"
"1025","4148 E Calle Redonda, Phoenix, AZ, 85018","Match","Exact","4148 E CLL REDONDA, PHOENIX, AZ, 85018","-111.99210787893435,33.508368635899444","642649955","L"
"1267","2340 W Morten Ave, Phoenix, AZ, 85021","Match","Exact","2340 W MORTEN AVE, PHOENIX, AZ, 85021","-112.10910284685735,33.548164166882145","128203102","R"
"600","4128 N 10th St, Phoenix, AZ, 85014","Match","Exact","4128 N 10TH ST, PHOENIX, AZ, 85014","-112.06079361321184,33.495337413609775","128208995","L"
"842","3622 N  38th St Unit 5, Phoenix, AZ, 85018","Match","Exact","3622 N 38TH ST, PHOENIX, AZ, 85018","-111.9999123809705,33.490205642333024","128315601","L"
"1024","2725 E  Mine Creek Rd Unit 2248, Phoenix, AZ, 85024","Match","Exact","2725 E MINE CREEK RD, PHOENIX, AZ, 85024","-112.02368047861353,33.70462996721852","626445797","R"
"1266","1701 W Tuckey Ln, Phoenix, AZ, 85015","Match","Exact","1701 W TUCKEY LN, PHOENIX, AZ, 85015","-112.09560029536385,33.534261296467946","128918617","L"
"601","301 W Turney Ave, Phoenix, AZ, 85013","Match","Exact","301 W TURNEY AVE, PHOENIX, AZ, 85013","-112.07818754266782,33.50017887925145","128206225","L"
"843","15608 N  71st St, Scottsdale, AZ, 85254","Match","Exact","15608 N 71ST ST, SCOTTSDALE, AZ, 85254","-111.92785025538785,33.62773145528013","640951780","L"
"1023","750 E  Northern Ave Unit 2088, Phoenix, AZ, 85020","Match","Exact","750 E NORTHERN AVE, PHOENIX, AZ, 85020","-112.06450143462462,33.552776579332715","128315387","L"
"1265",", Phoenix, AZ, 85018","No_Match"
"602","2930 N  52nd St, Phoenix, AZ, 85018","Match","Exact","2930 N 52ND ST, PHOENIX, AZ, 85018","-111.96963978443262,33.48048266165256","128225164","L"
"844","6620 N 8th Pl, Phoenix, AZ, 85014","Match","Exact","6620 N 8TH PL, PHOENIX, AZ, 85014","-112.06211882084312,33.53305798117452","128600814","L"
"603","818 N 7th St, Phoenix, AZ, 85006","Match","Exact","818 N 7TH ST, PHOENIX, AZ, 85006","-112.06528218020117,33.45691795108547","128213528","L"
"845","33550 N Dove Lakes Dr, Cave Creek, AZ, 85331","Match","Exact","33550 N DOVE LAKES DR, CAVE CREEK, AZ, 85331","-111.99118080895158,33.78878058982343","244022394","R"
"604","3828 N 32nd St, Phoenix, AZ, 85018","Match","Exact","3828 N 32ND ST, PHOENIX, AZ, 85018","-112.01303308775272,33.49227721557469","652594818","L"
"846","915 E  Missouri Ave, Phoenix, AZ, 85014","Match","Exact","915 E MISSOURI AVE, PHOENIX, AZ, 85014","-112.06211945822997,33.51643257733724","640958380","R"
"605","1320 N 48th Pl, Phoenix, AZ, 85008","Match","Exact","1320 N 48TH PL, PHOENIX, AZ, 85008","-111.97741417829525,33.46207510930384","128223991","L"
"847","5207 N 24th St, Phoenix, AZ, 85016","Match","Exact","5207 N 24TH ST, PHOENIX, AZ, 85016","-112.03010950505967,33.51327498020629","128209558","R"
