Unique ID,Property URL,Property type,Rental price (USD per month),Living area,Living area unit,Price per living area unit (USD),Bedrooms,Bathrooms,Street address,City,Zip,State,Country,AC,Address,Match,Exact,Formatted Address,Coordinates,N,LR
677,https://www.zillow.com/homedetails/4325-N-21st-Dr-APT-2-Phoenix-AZ-85015/7767588_zpid/,Apartment,1399.0,900.0,sqft,1.55,2.0,2.0,4325 N 21st Dr,Phoenix,85015,AZ,USA,0.0,"4325 N 21st Dr, Phoenix, AZ, 85015",Match,Exact,"4325 N 21ST DR, PHOENIX, AZ, 85015","-112.10458941009409,33.498983808931996",128282270.0,R
678,https://www.zillow.com/b/san-simeon-phoenix-az-5Xk46L/,Building,,,,,,,16013 S  Desert Foothills Pkwy,Phoenix,85048,AZ,USA,1.0,"16013 S  Desert Foothills Pkwy, Phoenix, AZ, 85048",Match,Exact,"16013 S DESERT FOOTHILLS PKWY, PHOENIX, AZ, 85048","-112.0599412777288,33.29936762950081",128944614.0,R
679,https://www.zillow.com/homedetails/2540-W-Campbell-Ave-3-Phoenix-AZ-85017/2066779530_zpid/,Apartment,1399.0,600.0,sqft,2.33,2.0,1.0,2540 W Campbell Ave,Phoenix,85017,AZ,USA,0.0,"2540 W Campbell Ave, Phoenix, AZ, 85017",Match,Exact,"2540 W CAMPBELL AVE, PHOENIX, AZ, 85017","-112.11381816749014,33.50226043375551",650136010.0,R
680,https://www.zillow.com/homedetails/2834-E-Beck-Ln-UNIT-2-Phoenix-AZ-85032/8007356_zpid/,Apartment,1399.0,870.0,sqft,1.61,2.0,1.5,2834 E Beck Ln,Phoenix,85032,AZ,USA,1.0,"2834 E Beck Ln, Phoenix, AZ, 85032",Match,Exact,"2834 E BECK LN, PHOENIX, AZ, 85032","-112.02128826991884,33.62773274361439",128383217.0,L
681,https://www.zillow.com/b/the-desert-crown-apartments-phoenix-az-5XrwpM/,Building,,,,,,,1518 W  Colter St,Phoenix,85015,AZ,USA,0.0,"1518 W  Colter St, Phoenix, AZ, 85015",Match,Exact,"1518 W COLTER ST, PHOENIX, AZ, 85015","-112.09160402285181,33.51317801556229",128918628.0,R
682,https://www.zillow.com/homedetails/241-E-Elwood-St-APT-2-Phoenix-AZ-85040/2053006686_zpid/,Apartment,1399.0,600.0,sqft,2.33,2.0,1.0,241 E Elwood St,Phoenix,85040,AZ,USA,0.0,"241 E Elwood St, Phoenix, AZ, 85040",Match,Exact,"241 E ELWOOD ST, PHOENIX, AZ, 85040","-112.06940721906233,33.41394959169941",128780700.0,R
683,https://www.zillow.com/homedetails/2241-W-Campbell-Ave-APT-4-Phoenix-AZ-85015/2080549233_zpid/,Apartment,1399.0,850.0,sqft,1.65,2.0,1.0,2241 W Campbell Ave,Phoenix,85015,AZ,USA,1.0,"2241 W Campbell Ave, Phoenix, AZ, 85015",Match,Exact,"2241 W CAMPBELL AVE, PHOENIX, AZ, 85015","-112.1076344634543,33.50220100346871",128205120.0,L
684,https://www.zillow.com/apartments/phoenix-az/agave-court/5XhyCK/,Building,,,,,,,125 N  18th St,Phoenix,85034,AZ,USA,1.0,"125 N  18th St, Phoenix, AZ, 85034",Match,Exact,"125 N 18TH ST, PHOENIX, AZ, 85034","-112.04330846139948,33.44960332619837",128919536.0,R
685,"https://www.zillow.com/b/building/33.392956,-112.00788_ll/",Building,,,,,,,3400 E  Southern Ave,Phoenix,85040,AZ,USA,0.0,"3400 E  Southern Ave, Phoenix, AZ, 85040",Match,Exact,"3400 E SOUTHERN AVE, PHOENIX, AZ, 85040","-112.00772564353582,33.392643823002174",642658268.0,L
686,https://www.zillow.com/homedetails/3311-E-Cambridge-Ave-2-Phoenix-AZ-85008/2077556431_zpid/,Apartment,1399.0,500.0,sqft,2.8,1.0,1.0,3311 E Cambridge Ave,Phoenix,85008,AZ,USA,1.0,"3311 E Cambridge Ave, Phoenix, AZ, 85008",Match,Exact,"3311 E CAMBRIDGE AVE, PHOENIX, AZ, 85008","-112.01049696417607,33.47765961217124",128223103.0,R
687,https://www.zillow.com/b/cottages-at-the-cove-phoenix-az-9TXTfD/,Building,,,,,,,7732 N  27th Ave,Phoenix,85051,AZ,USA,0.0,"7732 N  27th Ave, Phoenix, AZ, 85051",Match,Exact,"7732 N 27TH AVE, PHOENIX, AZ, 85051","-112.1170272579833,33.55024271046045",128579940.0,L
688,https://www.zillow.com/homedetails/1701-E-Colter-St-UNIT-112-Phoenix-AZ-85016/67804417_zpid/,Apartment,1400.0,569.0,sqft,2.46,1.0,1.0,1701 E Colter St,Phoenix,85016,AZ,USA,1.0,"1701 E Colter St, Phoenix, AZ, 85016",Match,Exact,"1701 E COLTER ST, PHOENIX, AZ, 85016","-112.04518505400631,33.512829105688525",647734329.0,L
689,https://www.zillow.com/homedetails/1339-E-Thomas-Rd-APT-209-Phoenix-AZ-85014/2092203467_zpid/,Apartment,1400.0,920.0,sqft,1.52,2.0,1.0,1339 E Thomas Rd,Phoenix,85014,AZ,USA,1.0,"1339 E Thomas Rd, Phoenix, AZ, 85014",Match,Exact,"1339 E THOMAS RD, PHOENIX, AZ, 85014","-112.05273480972227,33.48015358179208",128213188.0,R
690,https://www.zillow.com/b/cantera-fountains-condominiums-phoenix-az-5XsV5K/,Building,,,,,,,2228 E  Campbell Ave,Phoenix,85016,AZ,USA,1.0,"2228 E  Campbell Ave, Phoenix, AZ, 85016",Match,Exact,"2228 E CAMPBELL AVE, PHOENIX, AZ, 85016","-112.03389907297117,33.502098551150425",612219874.0,L
691,https://www.zillow.com/homedetails/9439-N-11th-Ave-3-Phoenix-AZ-85021/344115795_zpid/,Apartment,1400.0,514.0,sqft,2.72,1.0,1.0,9439 N 11th Ave,Phoenix,85021,AZ,USA,1.0,"9439 N 11th Ave, Phoenix, AZ, 85021",Match,Exact,"9439 N 11TH AVE, PHOENIX, AZ, 85021","-112.08681120367612,33.57163353386551",128203577.0,R
692,https://www.zillow.com/homedetails/1017-E-Turney-Ave-8-Phoenix-AZ-85014/2069553446_zpid/,Apartment,1400.0,564.0,sqft,2.48,1.0,1.0,1017 E Turney Ave,Phoenix,85014,AZ,USA,0.0,"1017 E Turney Ave, Phoenix, AZ, 85014",Match,Exact,"1017 E TURNEY AVE, PHOENIX, AZ, 85014","-112.05943761514203,33.49988076196274",128208746.0,R
693,https://www.zillow.com/homedetails/1017-E-Turney-Ave-2-Phoenix-AZ-85014/2073362350_zpid/,Apartment,1400.0,564.0,sqft,2.48,1.0,1.0,1017 E Turney Ave,Phoenix,85014,AZ,USA,0.0,"1017 E Turney Ave, Phoenix, AZ, 85014",Match,Exact,"1017 E TURNEY AVE, PHOENIX, AZ, 85014","-112.05943761514203,33.49988076196274",128208746.0,R
694,https://www.zillow.com/homedetails/2049-W-Hayward-Ave-APT-14-Phoenix-AZ-85021/2105401434_zpid/,Apartment,1400.0,750.0,sqft,1.87,2.0,1.0,2049 W Hayward Ave,Phoenix,85021,AZ,USA,1.0,"2049 W Hayward Ave, Phoenix, AZ, 85021",Match,Exact,"2049 W HAYWARD AVE, PHOENIX, AZ, 85021","-112.10345929446379,33.55062357485366",640956945.0,L
695,https://www.zillow.com/homedetails/18202-N-Cave-Creek-Rd-UNIT-2422-Phoenix-AZ-85032/345136469_zpid/,Apartment,1400.0,900.0,sqft,1.56,2.0,2.0,18202 N Cave Creek Rd,Phoenix,85032,AZ,USA,1.0,"18202 N Cave Creek Rd, Phoenix, AZ, 85032",Match,Exact,"18202 N CAVE CREEK RD, PHOENIX, AZ, 85032","-112.03091965454797,33.65147466605771",647663192.0,L
696,https://www.zillow.com/homedetails/1049-E-Fairmount-Ave-APT-3-Phoenix-AZ-85014/2053632098_zpid/,Apartment,1400.0,820.0,sqft,1.71,1.0,1.0,1049 E Fairmount Ave,Phoenix,85014,AZ,USA,0.0,"1049 E Fairmount Ave, Phoenix, AZ, 85014",Match,Exact,"1049 E FAIRMOUNT AVE, PHOENIX, AZ, 85014","-112.05916713357459,33.49285258039663",128209044.0,R
697,https://www.zillow.com/homedetails/6528-N-17th-Ave-5-Phoenix-AZ-85015/2071155411_zpid/,Apartment,1400.0,1100.0,sqft,1.27,2.0,1.5,6528 N 17th Ave,Phoenix,85015,AZ,USA,1.0,"6528 N 17th Ave, Phoenix, AZ, 85015",Match,Exact,"6528 N 17TH AVE, PHOENIX, AZ, 85015","-112.09565170647005,33.53341912729371",243973478.0,L
698,https://www.zillow.com/homedetails/2926-N-16th-St-APT-2-Phoenix-AZ-85016/2090272052_zpid/,Apartment,1400.0,550.0,sqft,2.55,2.0,1.0,2926 N 16th St,Phoenix,85016,AZ,USA,1.0,"2926 N 16th St, Phoenix, AZ, 85016",Match,Exact,"2926 N 16TH ST, PHOENIX, AZ, 85016","-112.0477086782779,33.48109617279772",128829159.0,L
699,https://www.zillow.com/apartments/phoenix-az/tides-on-west-indian-school/5XnFny/,Building,,,,,,,8130 W  Indian School Rd,Phoenix,85033,AZ,USA,0.0,"8130 W  Indian School Rd, Phoenix, AZ, 85033",Match,Exact,"8130 W INDIAN SCHOOL RD, PHOENIX, AZ, 85033","-112.23400091269161,33.49444472772825",647545992.0,R
700,https://www.zillow.com/apartments/phoenix-az/park-royal/CcXN8R/,Apartment,1400.0,1024.0,sqft,1.37,2.0,2.0,3658 N 5th Ave NW,Phoenix,85013,AZ,USA,0.0,"3658 N 5th Ave NW, Phoenix, AZ, 85013",Match,Non_Exact,"3658 N 5TH AVE, PHOENIX, AZ, 85013","-112.08053301667456,33.49094975836351",128206323.0,L
701,https://www.zillow.com/b/19601-n-7th-st-phoenix-az-5Xk3BM/,Building,,,,,,,19601 N  7th St Unit 2092,Phoenix,85024,AZ,USA,1.0,"19601 N  7th St Unit 2092, Phoenix, AZ, 85024",Match,Exact,"19601 N 7TH ST, PHOENIX, AZ, 85024","-112.06555312685879,33.66399414884489",128914572.0,R
702,https://www.zillow.com/homedetails/1452-E-Cinnabar-Ave-APT-108-Phoenix-AZ-85020/2136199980_zpid/,Apartment,1400.0,650.0,sqft,2.15,1.0,1.0,1452 E Cinnabar Ave,Phoenix,85020,AZ,USA,0.0,"1452 E Cinnabar Ave, Phoenix, AZ, 85020",Match,Exact,"1452 E CINNABAR AVE, PHOENIX, AZ, 85020","-112.05108683082312,33.57675664088924",128206740.0,L
703,https://www.zillow.com/apartments/phoenix-az/avilla-gateway/9pcr8s/,Building,,,,,,,9950 W  Indian School Rd Unit 12,Phoenix,85037,AZ,USA,1.0,"9950 W  Indian School Rd Unit 12, Phoenix, AZ, 85037",Match,Exact,"9950 W INDIAN SCHOOL RD, PHOENIX, AZ, 85037","-112.27489475699934,33.493934960162846",243917344.0,R
704,https://www.zillow.com/apartments/phoenix-az/enclave-at-paradise-valley/5Yy7T4/,Building,,,,,,,4502 E  Paradise Village Pkwy S,Phoenix,85032,AZ,USA,1.0,"4502 E  Paradise Village Pkwy S, Phoenix, AZ, 85032",Match,Exact,"4502 E PARADISE VILLAGE PKWY S, PHOENIX, AZ, 85032","-111.9825269296457,33.59589768743098",650075373.0,R
705,https://www.zillow.com/apartments/phoenix-az/san-riva-at-the-foothills/5XkT7S/,Building,,,,,,,2155 E  Liberty Ln,Phoenix,85048,AZ,USA,0.0,"2155 E  Liberty Ln, Phoenix, AZ, 85048",Match,Exact,"2155 E LIBERTY LN, PHOENIX, AZ, 85048","-112.03733986727343,33.29269727756605",128947582.0,R
706,https://www.zillow.com/apartments/phoenix-az/morada-grande/5XhyLT/,Building,,,,,,,5421 W  Indian School Rd,Phoenix,85031,AZ,USA,0.0,"5421 W  Indian School Rd, Phoenix, AZ, 85031",Match,Exact,"5421 W INDIAN SCHOOL RD, PHOENIX, AZ, 85031","-112.17566073652677,33.49497984730607",128198119.0,L
707,https://www.zillow.com/apartments/phoenix-az/ventura-vista/5XjqBW/,Building,,,,,,,18660 N  Cave Creek Rd,Phoenix,85024,AZ,USA,1.0,"18660 N  Cave Creek Rd, Phoenix, AZ, 85024",Match,Exact,"18660 N CAVE CREEK RD, PHOENIX, AZ, 85024","-112.03092576071748,33.65551558938165",128875337.0,L
708,https://www.zillow.com/apartments/phoenix-az/the-reserve-on-cave-creek/5XhyVC/,Building,,,,,,,19635 N  Cave Creek Rd,Phoenix,85024,AZ,USA,0.0,"19635 N  Cave Creek Rd, Phoenix, AZ, 85024",Match,Exact,"19635 N CAVE CREEK RD, PHOENIX, AZ, 85024","-112.02998737742394,33.666792791483545",652697418.0,R
709,https://www.zillow.com/apartments/phoenix-az/the-retreat-apartments/5XhyV3/,Building,,,,,,,20808 N  27th Ave,Phoenix,85027,AZ,USA,1.0,"20808 N  27th Ave, Phoenix, AZ, 85027",Match,Exact,"20808 N 27TH AVE, PHOENIX, AZ, 85027","-112.11737463973344,33.674439695885155",128399204.0,R
710,https://www.zillow.com/apartments/phoenix-az/skye-on-6th/9TTWJR/,Building,,,,,,,817 N  6th St,Phoenix,85004,AZ,USA,1.0,"817 N  6th St, Phoenix, AZ, 85004",Match,Exact,"817 N 6TH ST, PHOENIX, AZ, 85004","-112.0661653073816,33.45677691726087",128213525.0,R
711,https://www.zillow.com/apartments/phoenix-az/aspire-pinnacle-peak/5XhyDb/,Building,,,,,,,24250 N  23rd Ave  Unit 3069,Phoenix,85085,AZ,USA,1.0,"24250 N  23rd Ave  Unit 3069, Phoenix, AZ, 85085",Match,Exact,"24250 N 23RD AVE, PHOENIX, AZ, 85085","-112.10878151613622,33.70674592338332",635386372.0,L
712,https://www.zillow.com/apartments/phoenix-az/avana-at-the-pointe/5XhyV4/,Building,,,,,,,888 E  Clinton St,Phoenix,85020,AZ,USA,1.0,"888 E  Clinton St, Phoenix, AZ, 85020",Match,Exact,"888 E CLINTON ST, PHOENIX, AZ, 85020","-112.061701250157,33.58337838345528",128206583.0,L
713,https://www.zillow.com/apartments/phoenix-az/muse/B6my9X/,Building,,,,,,,1616 N  Central Ave,Phoenix,85004,AZ,USA,0.0,"1616 N  Central Ave, Phoenix, AZ, 85004",Match,Exact,"1616 N CENTRAL AVE, PHOENIX, AZ, 85004","-112.07384867829478,33.4659324902554",128213017.0,L
714,https://www.zillow.com/b/a591-phoenix-az-9TTyjC/,Building,,,,,,,6848 N  10th Pl,Phoenix,85014,AZ,USA,0.0,"6848 N  10th Pl, Phoenix, AZ, 85014",Match,Exact,"6848 N 10TH PL, PHOENIX, AZ, 85014","-112.05984955535934,33.536439996659226",128304371.0,L
715,https://www.zillow.com/homedetails/3311-N-18th-St-APT-15-Phoenix-AZ-85016/2094915113_zpid/,Apartment,1425.0,950.0,sqft,1.5,2.0,1.0,3311 N 18th St,Phoenix,85016,AZ,USA,1.0,"3311 N 18th St, Phoenix, AZ, 85016",Match,Exact,"3311 N 18TH ST, PHOENIX, AZ, 85016","-112.04369228620635,33.48612717190127",128323624.0,R
716,https://www.zillow.com/b/1130-e-butler-dr-phoenix-az-5XpjkM/,Building,,,,,,,1130 E  Butler Dr,Phoenix,85020,AZ,USA,1.0,"1130 E  Butler Dr, Phoenix, AZ, 85020",Match,Exact,"1130 E BUTLER DR, PHOENIX, AZ, 85020","-112.0580075030602,33.56058416250471",128207258.0,L
717,https://www.zillow.com/apartments/phoenix-az/the-livano-deer-valley/C6fSY8/,Building,,,,,,,26800 N  27th Ave,Phoenix,85085,AZ,USA,0.0,"26800 N  27th Ave, Phoenix, AZ, 85085",Match,Exact,"26800 N 27TH AVE, PHOENIX, AZ, 85085","-112.11974505343733,33.728365850700186",642658656.0,R
718,https://www.zillow.com/apartments/phoenix-az/mountain-view-casitas/5XhyVf/,Apartment,1425.0,964.0,sqft,1.48,2.0,2.0,1130 E Grovers Ave,Phoenix,85022,AZ,USA,1.0,"1130 E Grovers Ave, Phoenix, AZ, 85022",Match,Exact,"1130 E GROVERS AVE, PHOENIX, AZ, 85022","-112.0586004083599,33.64766148486558",128914670.0,R
719,https://www.zillow.com/apartments/phoenix-az/imt-ahwatukee/5XjqCm/,Building,,,,,,,5010 E  Cheyenne Dr,Phoenix,85044,AZ,USA,0.0,"5010 E  Cheyenne Dr, Phoenix, AZ, 85044",Match,Exact,"5010 E CHEYENNE DR, PHOENIX, AZ, 85044","-111.97839461854488,33.34587304016992",642857875.0,L
720,https://www.zillow.com/apartments/scottsdale-az/desert-horizon/5XhyQf/,Building,,,,,,,16636 N  58th St,Scottsdale,85254,AZ,USA,0.0,"16636 N  58th St, Scottsdale, AZ, 85254",Match,Exact,"16636 N 58TH ST, SCOTTSDALE, AZ, 85254","-111.95612665978803,33.63737052028051",649140335.0,R
721,https://www.zillow.com/apartments/phoenix-az/the-highland/5XhyTF/,Building,,,,,,,1601 E  Highland Ave,Phoenix,85016,AZ,USA,0.0,"1601 E  Highland Ave, Phoenix, AZ, 85016",Match,Exact,"1601 E HIGHLAND AVE, PHOENIX, AZ, 85016","-112.0474726098737,33.50556029482027",128318783.0,R
722,https://www.zillow.com/apartments/phoenix-az/maa-midtown-phoenix/BPnnYr/,Building,,,,,,,400 E  Earll Dr,Phoenix,85012,AZ,USA,1.0,"400 E  Earll Dr, Phoenix, AZ, 85012",Match,Exact,"400 E EARLL DR, PHOENIX, AZ, 85012","-112.0683289503321,33.48391308549867",128212952.0,L
723,https://www.zillow.com/apartments/phoenix-az/vista-sureno/5XjqB2/,Building,,,,,,,4727 E  Warner Rd,Phoenix,85044,AZ,USA,0.0,"4727 E  Warner Rd, Phoenix, AZ, 85044",Match,Exact,"4727 E WARNER RD, PHOENIX, AZ, 85044","-111.98089085781908,33.33076386024868",128923624.0,L
724,https://www.zillow.com/apartments/phoenix-az/the-bella/5XhyFH/,Building,,,,,,,13616 N  43rd St,Phoenix,85032,AZ,USA,0.0,"13616 N  43rd St, Phoenix, AZ, 85032",Match,Exact,"13616 N 43RD ST, PHOENIX, AZ, 85032","-111.98949198550525,33.61023326137473",611846537.0,R
725,https://www.zillow.com/apartments/phoenix-az/callia/CDYxYV/,Building,,,,,,,100 W  Indian School Rd,Phoenix,85013,AZ,USA,0.0,"100 W  Indian School Rd, Phoenix, AZ, 85013",Match,Exact,"100 W INDIAN SCHOOL RD, PHOENIX, AZ, 85013","-112.07605112439177,33.49488661400926",128206333.0,R
726,https://www.zillow.com/apartments/phoenix-az/circa-central-avenue/9TTVNB/,Building,,,,,,,1505 N  Central Ave,Phoenix,85004,AZ,USA,1.0,"1505 N  Central Ave, Phoenix, AZ, 85004",Match,Exact,"1505 N CENTRAL AVE, PHOENIX, AZ, 85004","-112.07371735544939,33.46461871742741",128213026.0,R
727,https://www.zillow.com/apartments/phoenix-az/the-station-on-central/5XjqCD/,Building,,,,,,,4140 N  Central Ave,Phoenix,85012,AZ,USA,0.0,"4140 N  Central Ave, Phoenix, AZ, 85012",Match,Exact,"4140 N CENTRAL AVE, PHOENIX, AZ, 85012","-112.07384918347913,33.495925298104055",612930602.0,L
728,https://www.zillow.com/apartments/phoenix-az/level-at-sixteenth/5XhyQh/,Building,,,,,,,1550 E  Campbell Ave,Phoenix,85014,AZ,USA,0.0,"1550 E  Campbell Ave, Phoenix, AZ, 85014",Match,Exact,"1550 E CAMPBELL AVE, PHOENIX, AZ, 85014","-112.04863572911842,33.50200758322694",128209618.0,L
729,https://www.zillow.com/apartments/phoenix-az/ave-phoenix-sky/9TTTpz/,Building,,,,,,,601 N  3rd Ave,Phoenix,85003,AZ,USA,1.0,"601 N  3rd Ave, Phoenix, AZ, 85003",Match,Exact,"601 N 3RD AVE, PHOENIX, AZ, 85003","-112.0776337918341,33.45479644603739",128211918.0,R
730,https://www.zillow.com/apartments/phoenix-az/serenity-apartments/5XsPZk/,Apartment,1445.0,875.0,sqft,1.65,2.0,1.0,1815 W Colter St,Phoenix,85015,AZ,USA,0.0,"1815 W Colter St, Phoenix, AZ, 85015",Match,Exact,"1815 W COLTER ST, PHOENIX, AZ, 85015","-112.09852022822122,33.51316799626153",128308935.0,L
731,https://www.zillow.com/apartments/phoenix-az/tamarron/5XjqBx/,Building,,,,,,,4410 N  99th Ave,Phoenix,85037,AZ,USA,1.0,"4410 N  99th Ave, Phoenix, AZ, 85037",Match,Non_Exact,"4410 N 99TH LN, PHOENIX, AZ, 85037","-112.27383356951532,33.50135610222907",128324497.0,L
732,https://www.zillow.com/apartments/phoenix-az/camden-copper-square/5XhyJV/,Building,,,,,,,901 E  Van Buren St,Phoenix,85006,AZ,USA,1.0,"901 E  Van Buren St, Phoenix, AZ, 85006",Match,Exact,"901 E VAN BUREN ST, PHOENIX, AZ, 85006","-112.06073831297601,33.45129958614774",653172132.0,R
733,https://www.zillow.com/b/cliffs-at-north-mountain-phoenix-az-5Xk636/,Building,,,,,,,1720 E  Thunderbird Rd Unit 1100,Phoenix,85022,AZ,USA,1.0,"1720 E  Thunderbird Rd Unit 1100, Phoenix, AZ, 85022",Match,Exact,"1720 E THUNDERBIRD RD, PHOENIX, AZ, 85022","-112.0443586043989,33.598589167778584",640590816.0,L
734,https://www.zillow.com/b/4554-paradise-village-pkwy-n-phoenix-az-BTgb4C/,Building,,,,,,,4554 E  Paradise Village Pkwy N  Unit 263,Phoenix,85032,AZ,USA,1.0,"4554 E  Paradise Village Pkwy N  Unit 263, Phoenix, AZ, 85032",Match,Exact,"4554 E PARADISE VILLAGE PKWY N, PHOENIX, AZ, 85032","-111.98311770988352,33.60506652802957",128383245.0,R
735,https://www.zillow.com/b/19820-n-13th-ave-phoenix-az-5XkMFM/,Building,,,,,,,19820 N  13th Ave Unit 220,Phoenix,85027,AZ,USA,1.0,"19820 N  13th Ave Unit 220, Phoenix, AZ, 85027",Match,Exact,"19820 N 13TH AVE, PHOENIX, AZ, 85027","-112.08725091496336,33.66652853951001",128376202.0,R
736,https://www.zillow.com/b/6900-e-princess-dr-phoenix-az-5Xk8KX/,Building,,,,,,,6900 E  Princess Dr Unit 1161,Phoenix,85054,AZ,USA,1.0,"6900 E  Princess Dr Unit 1161, Phoenix, AZ, 85054",Match,Exact,"6900 E PRINCESS DR, PHOENIX, AZ, 85054","-111.9339592689912,33.647856811013355",243975193.0,L
737,https://www.zillow.com/homedetails/2122-W-Augusta-Ave-APT-5-Phoenix-AZ-85021/2061304809_zpid/,Apartment,1450.0,650.0,sqft,2.23,1.0,1.0,2122 W Augusta Ave,Phoenix,85021,AZ,USA,1.0,"2122 W Augusta Ave, Phoenix, AZ, 85021",Match,Exact,"2122 W AUGUSTA AVE, PHOENIX, AZ, 85021","-112.10452244004529,33.551539166182295",128203080.0,R
738,https://www.zillow.com/b/740-w-elm-st-phoenix-az-5Xk2kV/,Building,,,,,,,740 W  Elm St Unit 240,Phoenix,85013,AZ,USA,0.0,"740 W  Elm St Unit 240, Phoenix, AZ, 85013",Match,Exact,"740 W ELM ST, PHOENIX, AZ, 85013","-112.08255001717276,33.50657092678273",128206118.0,L
739,https://www.zillow.com/homedetails/810-W-Maryland-Ave-APT-B-Phoenix-AZ-85013/2054024751_zpid/,Apartment,1450.0,1000.0,sqft,1.45,2.0,1.0,810 W Maryland Ave APT B,Phoenix,85013,AZ,USA,1.0,"810 W Maryland Ave APT B, Phoenix, AZ, 85013",Match,Non_Exact,"810 W MARYLAND AVE, PHOENIX, AZ, 85013","-112.08403164021985,33.531192233254274",128947683.0,R
740,"https://www.zillow.com/b/338-e-vogel-ave,-phoenix-az-phoenix-az-9TVTZw/",Building,,,,,,,338 E  Vogel Ave,Phoenix,85020,AZ,USA,0.0,"338 E  Vogel Ave, Phoenix, AZ, 85020",Match,Exact,"338 E VOGEL AVE, PHOENIX, AZ, 85020","-112.06862315107401,33.57327226826436",128206496.0,L
741,https://www.zillow.com/homedetails/1536-W-Mulberry-Dr-APT-B-Phoenix-AZ-85015/2084339721_zpid/,Apartment,1450.0,800.0,sqft,1.81,2.0,1.0,1536 W Mulberry Dr APT B,Phoenix,85015,AZ,USA,1.0,"1536 W Mulberry Dr APT B, Phoenix, AZ, 85015",Match,Non_Exact,"1536 W MULBERRY DR, PHOENIX, AZ, 85015","-112.09216741491042,33.486902311860945",128206084.0,R
742,https://www.zillow.com/homedetails/825-E-Missouri-Ave-Phoenix-AZ-85014/2091251866_zpid/,Apartment,1450.0,500.0,sqft,2.9,1.0,1.0,825 E Missouri Ave,Phoenix,85014,AZ,USA,1.0,"825 E Missouri Ave, Phoenix, AZ, 85014",Match,Exact,"825 E MISSOURI AVE, PHOENIX, AZ, 85014","-112.06265179937236,33.516432577365094",640958379.0,R
743,https://www.zillow.com/b/3825-e-camelback-rd-phoenix-az-5XqcKM/,Building,,,,,,,3825 E  Camelback Rd Unit 153,Phoenix,85018,AZ,USA,1.0,"3825 E  Camelback Rd Unit 153, Phoenix, AZ, 85018",Match,Exact,"3825 E CAMELBACK RD, PHOENIX, AZ, 85018","-111.99842355160263,33.50981516111955",128920662.0,R
744,https://www.zillow.com/apartments/phoenix-az/palazzo-townhomes/5XhyRg/,Building,,,,,,,886 N  Cofco Center Ct,Phoenix,85008,AZ,USA,1.0,"886 N  Cofco Center Ct, Phoenix, AZ, 85008",Match,Exact,"886 N COFCO CENTER CT, PHOENIX, AZ, 85008","-111.9896011046103,33.45695037552838",128602992.0,R
745,"https://www.zillow.com/b/building/33.49457,-112.25356_ll/",Building,,,,,,,9000 W  Indian School Rd   c498dec,Phoenix,85037,AZ,USA,1.0,"9000 W  Indian School Rd   c498dec, Phoenix, AZ, 85037",Match,Non_Exact,"9000 W INDIAN SCHOOL RD, PHOENIX, AZ, 85037","-112.25236864786308,33.49432618171613",128170551.0,R
746,https://www.zillow.com/b/modern-uptown-apartments-phoenix-az-5Xk9h2/,Apartment,1450.0,700.0,sqft,2.07,1.0,1.0,5115 N 12th St,Phoenix,85014,AZ,USA,0.0,"5115 N 12th St, Phoenix, AZ, 85014",Match,Exact,"5115 N 12TH ST, PHOENIX, AZ, 85014","-112.05617809492526,33.51183175505355",128208629.0,R
747,"https://www.zillow.com/b/**-1-2-off-1st-full-month%27s-rent,-tour-%26-apply-within-48-hours-newly-renovated-2-bed-2-bath-in-s...-phoenix-az-5XmHgy/",Apartment,1450.0,916.0,sqft,1.58,2.0,2.0,2726 E Beck Ln,Phoenix,85032,AZ,USA,0.0,"2726 E Beck Ln, Phoenix, AZ, 85032",Match,Exact,"2726 E BECK LN, PHOENIX, AZ, 85032","-112.02399299265113,33.627715151575615",128259843.0,L
748,https://www.zillow.com/apartments/phoenix-az/bayside/5XhyD5/,Building,,,,,,,20245 N  32nd Dr,Phoenix,85027,AZ,USA,0.0,"20245 N  32nd Dr, Phoenix, AZ, 85027",Match,Exact,"20245 N 32ND DR, PHOENIX, AZ, 85027","-112.12862510849288,33.67062566127453",128934340.0,L
749,https://www.zillow.com/apartments/phoenix-az/camelback-gardens/5XrXdZ/,Apartment,1450.0,1225.0,sqft,1.18,2.0,2.0,2101 W Colter St,Phoenix,85015,AZ,USA,1.0,"2101 W Colter St, Phoenix, AZ, 85015",Match,Exact,"2101 W COLTER ST, PHOENIX, AZ, 85015","-112.10416500157885,33.51315601139851",128204770.0,L
750,https://www.zillow.com/b/camelback-%26-17th-ave-phoenix-az-CD4yBb/,Apartment,1450.0,850.0,sqft,1.71,2.0,1.0,5113 & 5123 N 17th Ave,Phoenix,85015,AZ,USA,0.0,"5113 & 5123 N 17th Ave, Phoenix, AZ, 85015",Match,Non_Exact,"5123 N 17TH AVE, PHOENIX, AZ, 85015","-112.0955527554537,33.512157603124024",128205515.0,R
751,https://www.zillow.com/b/coronado-13-phoenix-az-9pccR4/,Apartment,1450.0,900.0,sqft,1.61,2.0,1.0,1801 N 50th St,Phoenix,85008,AZ,USA,0.0,"1801 N 50th St, Phoenix, AZ, 85008",Match,Exact,"1801 N 50TH ST, PHOENIX, AZ, 85008","-111.97404296450048,33.467521611684504",128225262.0,R
