Unique ID,Property URL,Property type,Rental price (USD per month),Living area,Living area unit,Price per living area unit (USD),Bedrooms,Bathrooms,Street address,City,Zip,State,Country,AC,Address,Match,Exact,Formatted Address,Coordinates,N,LR
1155,https://www.zillow.com/homedetails/4218-N-17th-St-B-Phoenix-AZ-85016/2062945554_zpid/,Apartment,1760.0,650.0,sqft,2.71,1.0,1.0,4218 N 17th St,Phoenix,85016,AZ,USA,0.0,"4218 N 17th St, Phoenix, AZ, 85016",Match,Exact,"4218 N 17TH ST, PHOENIX, AZ, 85016","-112.04549835728898,33.49689489552634",128209649.0,L
1156,https://www.zillow.com/homedetails/1945-W-Sweetwater-Ave-Phoenix-AZ-85029/146108335_zpid/,Apartment,1760.0,550.0,sqft,3.2,1.0,1.0,1945 W Sweetwater Ave,Phoenix,85029,AZ,USA,0.0,"1945 W Sweetwater Ave, Phoenix, AZ, 85029",Match,Exact,"1945 W SWEETWATER AVE, PHOENIX, AZ, 85029","-112.10059854160988,33.60368345804358",639542780.0,L
1157,https://www.zillow.com/homedetails/1820-E-Morten-Ave-UNIT-110-Phoenix-AZ-85020/7806904_zpid/,Apartment,1750.0,950.0,sqft,1.84,1.0,1.0,1820 E Morten Ave,Phoenix,85020,AZ,USA,1.0,"1820 E Morten Ave, Phoenix, AZ, 85020",Match,Exact,"1820 E MORTEN AVE, PHOENIX, AZ, 85020","-112.04215105345372,33.54567917287693",128601796.0,R
1158,https://www.zillow.com/b/4601-n-102nd-ave-phoenix-az-5Xk2yf/,Building,,,,,,,4601 N  102nd Ave Unit 1020,Phoenix,85037,AZ,USA,0.0,"4601 N  102nd Ave Unit 1020, Phoenix, AZ, 85037",Match,Exact,"4601 N 102ND AVE, PHOENIX, AZ, 85037","-112.2806525059533,33.50221034369116",128170295.0,R
1159,https://www.zillow.com/homedetails/3302-N-7th-St-UNIT-327-Phoenix-AZ-85014/81957217_zpid/,Apartment,1750.0,760.0,sqft,2.3,1.0,1.0,3302 N 7th St,Phoenix,85014,AZ,USA,0.0,"3302 N 7th St, Phoenix, AZ, 85014",Match,Exact,"3302 N 7TH ST, PHOENIX, AZ, 85014","-112.06513230815784,33.48569325900968",128208864.0,L
1160,https://www.zillow.com/homedetails/1939-E-Missouri-Ave-APT-16-Phoenix-AZ-85016/2095423966_zpid/,Apartment,1750.0,1100.0,sqft,1.59,2.0,1.5,1939 E Missouri Ave,Phoenix,85016,AZ,USA,1.0,"1939 E Missouri Ave, Phoenix, AZ, 85016",Match,Exact,"1939 E MISSOURI AVE, PHOENIX, AZ, 85016","-112.04022373453387,33.51646857618397",128209492.0,R
1161,https://www.zillow.com/homedetails/614-N-10th-Ave-APT-C-Phoenix-AZ-85007/344866200_zpid/,Apartment,1750.0,,,,1.0,1.0,614 N 10th Ave APT C,Phoenix,85007,AZ,USA,0.0,"614 N 10th Ave APT C, Phoenix, AZ, 85007",Match,Non_Exact,"614 N 10TH AVE, PHOENIX, AZ, 85007","-112.08593976027578,33.455304602742046",128211813.0,L
1162,https://www.zillow.com/homedetails/2121-W-Hayward-Ave-4-Phoenix-AZ-85021/344884343_zpid/,Apartment,1750.0,1500.0,sqft,1.17,3.0,2.5,2121 W Hayward Ave,Phoenix,85021,AZ,USA,0.0,"2121 W Hayward Ave, Phoenix, AZ, 85021",Match,Exact,"2121 W HAYWARD AVE, PHOENIX, AZ, 85021","-112.10447164650873,33.550299574951",128203082.0,L
1163,https://www.zillow.com/b/west-willetta-phoenix-az-9TTV4N/,Building,,,,,,,85 W  Willetta St,Phoenix,85003,AZ,USA,1.0,"85 W  Willetta St, Phoenix, AZ, 85003",Match,Exact,"85 W WILLETTA ST, PHOENIX, AZ, 85003","-112.0777101797533,33.46358122830634",652594979.0,L
1164,https://www.zillow.com/homedetails/502-W-Highland-Ave-APT-D-Phoenix-AZ-85013/2091591654_zpid/,Apartment,1750.0,1500.0,sqft,1.17,3.0,1.0,502 W Highland Ave APT D,Phoenix,85013,AZ,USA,1.0,"502 W Highland Ave APT D, Phoenix, AZ, 85013",Match,Non_Exact,"502 W HIGHLAND AVE, PHOENIX, AZ, 85013","-112.08033692185171,33.5057661705373",128206167.0,R
1165,https://www.zillow.com/homedetails/10410-N-Cave-Creek-Rd-UNIT-1001-Phoenix-AZ-85020/7786346_zpid/,Apartment,1750.0,1082.0,sqft,1.62,2.0,2.0,10410 N Cave Creek Rd,Phoenix,85020,AZ,USA,1.0,"10410 N Cave Creek Rd, Phoenix, AZ, 85020",Match,Exact,"10410 N CAVE CREEK RD, PHOENIX, AZ, 85020","-112.05280763189944,33.58082603483746",128918857.0,L
1166,https://www.zillow.com/apartments/phoenix-az/villas-at-south-mountain/9TX2vn/,Apartment,1750.0,895.0,sqft,1.96,2.0,2.0,8849 S 7th St,Phoenix,85042,AZ,USA,0.0,"8849 S 7th St, Phoenix, AZ, 85042",Match,Exact,"8849 S 7TH ST, PHOENIX, AZ, 85042","-112.06591997314513,33.36562637997554",639302833.0,L
1167,https://www.zillow.com/homedetails/17610-N-19th-Ave-APT-15-Phoenix-AZ-85023/2052966571_zpid/,Apartment,1749.0,550.0,sqft,3.18,1.0,1.0,17610 N 19th Ave,Phoenix,85023,AZ,USA,0.0,"17610 N 19th Ave, Phoenix, AZ, 85023",Match,Exact,"17610 N 19TH AVE, PHOENIX, AZ, 85023","-112.0997824312251,33.64575584786536",128914251.0,L
1168,https://www.zillow.com/apartments/phoenix-az/biltmore-bungalows/9TTxf5/,Building,,,,,,,4406 N  14th St   a3518875,Phoenix,85014,AZ,USA,0.0,"4406 N  14th St   a3518875, Phoenix, AZ, 85014",Match,Non_Exact,"4406 N 14TH ST, PHOENIX, AZ, 85014","-112.0519153881736,33.50031559712903",128594702.0,L
1169,https://www.zillow.com/homedetails/3233-N-37th-St-UNIT-6-Phoenix-AZ-85018/82801715_zpid/,Apartment,1725.0,825.0,sqft,2.09,2.0,1.0,3233 N 37th St,Phoenix,85018,AZ,USA,1.0,"3233 N 37th St, Phoenix, AZ, 85018",Match,Exact,"3233 N 37TH ST, PHOENIX, AZ, 85018","-112.00194846277935,33.48608607672969",649105117.0,R
1170,https://www.zillow.com/homedetails/724-E-Devonshire-Ave-UNIT-107-Phoenix-AZ-85014/71496097_zpid/,Apartment,1700.0,990.0,sqft,1.72,1.0,1.5,724 E Devonshire Ave,Phoenix,85014,AZ,USA,1.0,"724 E Devonshire Ave, Phoenix, AZ, 85014",Match,Exact,"724 E DEVONSHIRE AVE, PHOENIX, AZ, 85014","-112.06472004408619,33.49731286522393",128208982.0,L
1171,https://www.zillow.com/homedetails/1622-E-Campbell-Ave-E-Phoenix-AZ-85016/7804171_zpid/,Apartment,1700.0,852.0,sqft,2.0,2.0,2.0,1622 E Campbell Ave E,Phoenix,85016,AZ,USA,1.0,"1622 E Campbell Ave E, Phoenix, AZ, 85016",Match,Non_Exact,"1622 E CAMPBELL AVE, PHOENIX, AZ, 85016","-112.04703973299144,33.50200969600746",128209630.0,L
1172,https://www.zillow.com/homedetails/3615-E-Glenrosa-Ave-APT-3-Phoenix-AZ-85018/346923073_zpid/,Apartment,1700.0,850.0,sqft,2.0,1.0,1.0,3615 E Glenrosa Ave,Phoenix,85018,AZ,USA,1.0,"3615 E Glenrosa Ave, Phoenix, AZ, 85018",Match,Exact,"3615 E GLENROSA AVE, PHOENIX, AZ, 85018","-112.00380719990926,33.49831557675287",128323600.0,R
1173,https://www.zillow.com/homedetails/15825-N-25th-St-APT-9-Phoenix-AZ-85032/2082247402_zpid/,Apartment,1700.0,900.0,sqft,1.89,2.0,1.0,15825 N 25th St,Phoenix,85032,AZ,USA,1.0,"15825 N 25th St, Phoenix, AZ, 85032",Match,Exact,"15825 N 25TH ST, PHOENIX, AZ, 85032","-112.02845758883586,33.630527589199176",128353883.0,R
1174,https://www.zillow.com/apartments/phoenix-az/idle-hours/BbBB6k/,Apartment,1700.0,840.0,sqft,2.02,2.0,1.0,1501 E Rovey Ave,Phoenix,85014,AZ,USA,1.0,"1501 E Rovey Ave, Phoenix, AZ, 85014",Match,Exact,"1501 E ROVEY AVE, PHOENIX, AZ, 85014","-112.04964125116271,33.52502757551122",128307443.0,R
1175,https://www.zillow.com/apartments/phoenix-az/933-e-roma/5ZbJP3/,Apartment,1700.0,850.0,sqft,2.0,2.0,2.0,933 E Roma Ave,Phoenix,85014,AZ,USA,1.0,"933 E Roma Ave, Phoenix, AZ, 85014",Match,Exact,"933 E ROMA AVE, PHOENIX, AZ, 85014","-112.06196377437351,33.5012254885865",128888974.0,R
1176,https://www.zillow.com/homedetails/2815-N-52nd-St-Phoenix-AZ-85008/2060363626_zpid/,Apartment,1699.0,960.0,sqft,1.77,2.0,1.0,2815 N 52nd St,Phoenix,85008,AZ,USA,1.0,"2815 N 52nd St, Phoenix, AZ, 85008",Match,Exact,"2815 N 52ND ST, PHOENIX, AZ, 85008","-111.96951105322285,33.47913732486495",652697923.0,R
1177,https://www.zillow.com/apartments/phoenix-az/venture-on-12th-place/5XjqDD/,Apartment,1699.0,875.0,sqft,1.94,2.0,1.0,3432 N 12th Pl,Phoenix,85014,AZ,USA,0.0,"3432 N 12th Pl, Phoenix, AZ, 85014",Match,Exact,"3432 N 12TH PL, PHOENIX, AZ, 85014","-112.05532268134715,33.48775365246621",128209094.0,L
1178,https://www.zillow.com/b/district-342-phoenix-az-9TTTPP/,Apartment,1695.0,800.0,sqft,2.12,2.0,1.0,342 W Willetta St,Phoenix,85003,AZ,USA,0.0,"342 W Willetta St, Phoenix, AZ, 85003",Match,Exact,"342 W WILLETTA ST, PHOENIX, AZ, 85003","-112.07869261258463,33.46379084184974",128211464.0,R
1179,https://www.zillow.com/homedetails/3836-E-Earll-Dr-APT-16-Phoenix-AZ-85018/2088882383_zpid/,Apartment,1695.0,810.0,sqft,2.09,2.0,1.0,3836 E Earll Dr,Phoenix,85018,AZ,USA,0.0,"3836 E Earll Dr, Phoenix, AZ, 85018",Match,Exact,"3836 E EARLL DR, PHOENIX, AZ, 85018","-111.99903312763973,33.484168043436796",128223567.0,L
1180,https://www.zillow.com/homedetails/2626-N-46th-St-APT-3-Phoenix-AZ-85008/2086538478_zpid/,Apartment,1695.0,950.0,sqft,1.78,2.0,2.0,2626 N 46th St,Phoenix,85008,AZ,USA,0.0,"2626 N 46th St, Phoenix, AZ, 85008",Match,Exact,"2626 N 46TH ST, PHOENIX, AZ, 85008","-111.98265568362723,33.47741957691346",128223786.0,L
1181,https://www.zillow.com/homedetails/4704-E-Paradise-Village-Pkwy-N-APT-106-Phoenix-AZ-85032/67804861_zpid/,Apartment,1695.0,1038.0,sqft,1.63,2.0,2.0,4704 E Paradise Village Pkwy N,Phoenix,85032,AZ,USA,0.0,"4704 E Paradise Village Pkwy N, Phoenix, AZ, 85032",Match,Exact,"4704 E PARADISE VILLAGE PKWY N, PHOENIX, AZ, 85032","-111.97985098313626,33.60505315233064",128186965.0,R
1182,https://www.zillow.com/b/uptown-bungalows-phoenix-az-9TTrPJ/,Apartment,1695.0,980.0,sqft,1.73,2.0,1.0,5646 N 6th St,Phoenix,85012,AZ,USA,0.0,"5646 N 6th St, Phoenix, AZ, 85012",Match,Exact,"5646 N 6TH ST, PHOENIX, AZ, 85012","-112.0665483787634,33.519254335172775",128208315.0,L
1183,https://www.zillow.com/b/1020-n-11th-st-phoenix-az-5fwTjX/,Apartment,1695.0,900.0,sqft,1.88,3.0,1.0,1020 N 11th St,Phoenix,85006,AZ,USA,0.0,"1020 N 11th St, Phoenix, AZ, 85006",Match,Exact,"1020 N 11TH ST, PHOENIX, AZ, 85006","-112.05899427223198,33.45934349841701",128293303.0,L
1184,https://www.zillow.com/b/glenrosa-apartments-phoenix-az-9TV6TS/,Apartment,1695.0,800.0,sqft,2.12,2.0,1.0,2031 E Glenrosa Ave,Phoenix,85016,AZ,USA,0.0,"2031 E Glenrosa Ave, Phoenix, AZ, 85016",Match,Exact,"2031 E GLENROSA AVE, PHOENIX, AZ, 85016","-112.0381982678914,33.498336444442316",128209841.0,R
1185,https://www.zillow.com/homedetails/3848-N-3rd-Ave-UNIT-2032-Phoenix-AZ-85013/68957129_zpid/,Apartment,1690.0,989.0,sqft,1.71,2.0,2.0,3848 N 3rd Ave,Phoenix,85013,AZ,USA,0.0,"3848 N 3rd Ave, Phoenix, AZ, 85013",Match,Exact,"3848 N 3RD AVE, PHOENIX, AZ, 85013","-112.07824291074809,33.49296136014681",128365104.0,L
1186,https://www.zillow.com/homedetails/2021-E-Osborn-Rd-APT-11-Phoenix-AZ-85016/7540056_zpid/,Apartment,1690.0,1134.0,sqft,1.49,2.0,2.0,2021 E Osborn Rd,Phoenix,85016,AZ,USA,1.0,"2021 E Osborn Rd, Phoenix, AZ, 85016",Match,Exact,"2021 E OSBORN RD, PHOENIX, AZ, 85016","-112.03841025574877,33.48747258869878",128209946.0,R
1187,https://www.zillow.com/homedetails/15801-N-29th-St-UNIT-1-Phoenix-AZ-85032/8007569_zpid/,Apartment,1675.0,1108.0,sqft,1.51,2.0,2.0,15801 N 29th St,Phoenix,85032,AZ,USA,0.0,"15801 N 29th St, Phoenix, AZ, 85032",Match,Exact,"15801 N 29TH ST, PHOENIX, AZ, 85032","-112.01984216544048,33.63041921487229",128281617.0,R
1188,https://www.zillow.com/homedetails/2515-N-52nd-St-APT-205-Phoenix-AZ-85008/60977803_zpid/,Apartment,1675.0,954.0,sqft,1.76,2.0,2.0,2515 N 52nd St,Phoenix,85008,AZ,USA,0.0,"2515 N 52nd St, Phoenix, AZ, 85008",Match,Exact,"2515 N 52ND ST, PHOENIX, AZ, 85008","-111.9695447123226,33.47537626966948",128225199.0,R
1189,https://www.zillow.com/apartments/phoenix-az/skylar-apartments/5XsbKX/,Apartment,1675.0,1000.0,sqft,1.68,2.0,2.0,301 W Pasadena Ave,Phoenix,85013,AZ,USA,1.0,"301 W Pasadena Ave, Phoenix, AZ, 85013",Match,Exact,"301 W PASADENA AVE, PHOENIX, AZ, 85013","-112.07821912232788,33.51051070697815",128205799.0,L
1190,https://www.zillow.com/homedetails/Phoenix-AZ-85044/63201543_zpid/,Apartment,1507.0,1080.0,sqft,1.4,2.0,2.0,,Phoenix,85044,AZ,USA,1.0,", Phoenix, AZ, 85044",No_Match,,,,,
1191,https://www.zillow.com/b/2326-e-pinchot-ave-phoenix-az-5XqKCc/,Building,,,,,,,2326 E  Pinchot Ave,Phoenix,85016,AZ,USA,1.0,"2326 E  Pinchot Ave, Phoenix, AZ, 85016",Match,Exact,"2326 E PINCHOT AVE, PHOENIX, AZ, 85016","-112.03156679180881,33.48218371119128",128323663.0,L
1192,https://www.zillow.com/homedetails/6545-N-17th-Ave-45-24-Phoenix-AZ-85015/2053349635_zpid/,Apartment,1650.0,1040.0,sqft,1.59,2.0,2.0,6545 N 17th Ave,Phoenix,85015,AZ,USA,0.0,"6545 N 17th Ave, Phoenix, AZ, 85015",Match,Exact,"6545 N 17TH AVE, PHOENIX, AZ, 85015","-112.09531359474954,33.5326170353913",128205350.0,R
1193,https://www.zillow.com/homedetails/4202-N-3rd-Ave-12-Phoenix-AZ-85013/2055474540_zpid/,Apartment,1650.0,900.0,sqft,1.83,2.0,1.0,4202 N 3rd Ave,Phoenix,85013,AZ,USA,0.0,"4202 N 3rd Ave, Phoenix, AZ, 85013",Match,Exact,"4202 N 3RD AVE, PHOENIX, AZ, 85013","-112.07822652311728,33.49674562056771",128206238.0,L
1194,https://www.zillow.com/homedetails/2014-W-Berridge-Ln-APT-14-Phoenix-AZ-85015/2094111470_zpid/,Apartment,1650.0,855.0,sqft,1.93,2.0,1.0,2014 W Berridge Ln,Phoenix,85015,AZ,USA,1.0,"2014 W Berridge Ln, Phoenix, AZ, 85015",Match,Exact,"2014 W BERRIDGE LN, PHOENIX, AZ, 85015","-112.10214566388407,33.52648568760469",128302397.0,R
1195,https://www.zillow.com/homedetails/2025-E-Campbell-Ave-APT-252-Phoenix-AZ-85016/82802321_zpid/,Apartment,1650.0,771.0,sqft,2.14,1.0,1.0,2025 E Campbell Ave,Phoenix,85016,AZ,USA,0.0,"2025 E Campbell Ave, Phoenix, AZ, 85016",Match,Exact,"2025 E CAMPBELL AVE, PHOENIX, AZ, 85016","-112.03854866790766,33.50195404310807",128588923.0,R
1196,https://www.zillow.com/homedetails/2025-E-Campbell-Ave-APT-324-Phoenix-AZ-85016/82802361_zpid/,Apartment,1650.0,771.0,sqft,2.14,1.0,1.0,2025 E Campbell Ave,Phoenix,85016,AZ,USA,0.0,"2025 E Campbell Ave, Phoenix, AZ, 85016",Match,Exact,"2025 E CAMPBELL AVE, PHOENIX, AZ, 85016","-112.03854866790766,33.50195404310807",128588923.0,R
1197,https://www.zillow.com/homedetails/2801-W-Sands-Dr-B-Phoenix-AZ-85027/345447480_zpid/,Apartment,1650.0,,,,2.0,1.0,2801 W Sands Dr,Phoenix,85027,AZ,USA,0.0,"2801 W Sands Dr, Phoenix, AZ, 85027",Match,Exact,"2801 W SANDS DR, PHOENIX, AZ, 85027","-112.11959725837181,33.68648780547073",128840891.0,R
1198,https://www.zillow.com/homedetails/4232-N-14th-St-2-Phoenix-AZ-85014/346151943_zpid/,Apartment,1650.0,900.0,sqft,1.83,2.0,1.0,4232 N 14th St,Phoenix,85014,AZ,USA,1.0,"4232 N 14th St, Phoenix, AZ, 85014",No_Match,,,,,
1199,https://www.zillow.com/homedetails/1221-E-Highland-Ave-APT-3-Phoenix-AZ-85014/346896859_zpid/,Apartment,1650.0,,,,1.0,1.0,1221 E Highland Ave,Phoenix,85014,AZ,USA,1.0,"1221 E Highland Ave, Phoenix, AZ, 85014",Match,Exact,"1221 E HIGHLAND AVE, PHOENIX, AZ, 85014","-112.0557869882806,33.50553157578406",128208943.0,R
1200,https://www.zillow.com/homedetails/4514-N-14th-Pl-APT-1-Phoenix-AZ-85014/2094456000_zpid/,Apartment,1650.0,,,,1.0,1.0,4514 N 14th Pl,Phoenix,85014,AZ,USA,1.0,"4514 N 14th Pl, Phoenix, AZ, 85014",Match,Exact,"4514 N 14TH PL, PHOENIX, AZ, 85014","-112.05089621365852,33.502255991230754",128209609.0,L
1201,https://www.zillow.com/homedetails/1019-S-4th-Ave-Phoenix-AZ-85003/7522763_zpid/,Apartment,1650.0,950.0,sqft,1.74,2.0,1.0,1019 S 4th Ave,Phoenix,85003,AZ,USA,1.0,"1019 S 4th Ave, Phoenix, AZ, 85003",Match,Exact,"1019 S 4TH AVE, PHOENIX, AZ, 85003","-112.07934023241734,33.43786876430943",128212174.0,L
1202,https://www.zillow.com/homedetails/1040-E-Turney-Ave-Phoenix-AZ-85014/7769546_zpid/,Apartment,1650.0,550.0,sqft,3.0,2.0,1.0,1040 E Turney Ave,Phoenix,85014,AZ,USA,0.0,"1040 E Turney Ave, Phoenix, AZ, 85014",Match,Exact,"1040 E TURNEY AVE, PHOENIX, AZ, 85014","-112.0590203576952,33.50000135086253",128208746.0,L
1203,https://www.zillow.com/homedetails/18416-N-Cave-Creek-Rd-207-Phoenix-AZ-85032/341581112_zpid/,Apartment,1650.0,900.0,sqft,1.83,2.0,2.0,18416 N Cave Creek Rd,Phoenix,85032,AZ,USA,1.0,"18416 N Cave Creek Rd, Phoenix, AZ, 85032",Match,Exact,"18416 N CAVE CREEK RD, PHOENIX, AZ, 85032","-112.03092380582223,33.6533731457705",647663192.0,L
1204,https://www.zillow.com/homedetails/112-N-12th-Ave-Phoenix-AZ-85007/344572125_zpid/,Apartment,1650.0,700.0,sqft,2.36,2.0,1.0,112 N 12th Ave,Phoenix,85007,AZ,USA,1.0,"112 N 12th Ave, Phoenix, AZ, 85007",Match,Exact,"112 N 12TH AVE, PHOENIX, AZ, 85007","-112.08820040600148,33.44940852969876",128211848.0,L
1205,https://www.zillow.com/homedetails/743-E-Coronado-Rd-5-Phoenix-AZ-85006/2070314571_zpid/,Apartment,1650.0,973.0,sqft,1.7,2.0,1.0,743 E Coronado Rd,Phoenix,85006,AZ,USA,1.0,"743 E Coronado Rd, Phoenix, AZ, 85006",Match,Exact,"743 E CORONADO RD, PHOENIX, AZ, 85006","-112.06442228320356,33.46709348547125",128213272.0,R
1206,https://www.zillow.com/homedetails/721-E-Montebello-Ave-UNIT-202-Phoenix-AZ-85014/7800153_zpid/,Apartment,1650.0,1005.0,sqft,1.64,3.0,2.0,721 E Montebello Ave,Phoenix,85014,AZ,USA,1.0,"721 E Montebello Ave, Phoenix, AZ, 85014",Match,Exact,"721 E MONTEBELLO AVE, PHOENIX, AZ, 85014","-112.06461271357529,33.520059576973665",128208510.0,R
1207,https://www.zillow.com/homedetails/2025-E-Campbell-Ave-APT-167-Phoenix-AZ-85016/82802268_zpid/,Apartment,1650.0,771.0,sqft,2.14,1.0,1.0,2025 E Campbell Ave,Phoenix,85016,AZ,USA,0.0,"2025 E Campbell Ave, Phoenix, AZ, 85016",Match,Exact,"2025 E CAMPBELL AVE, PHOENIX, AZ, 85016","-112.03854866790766,33.50195404310807",128588923.0,R
1208,https://www.zillow.com/b/2502-n-29th-pl-phoenix-az-5cYqHC/,Building,,,,,,,2502 N  29th Pl,Phoenix,85008,AZ,USA,1.0,"2502 N  29th Pl, Phoenix, AZ, 85008",Match,Exact,"2502 N 29TH PL, PHOENIX, AZ, 85008","-112.01839685615982,33.47502178645425",128222888.0,L
1209,https://www.zillow.com/b/kinkela-roosevelt-st-phoenix-az-9TTWhL/,Apartment,1650.0,612.0,sqft,2.7,2.0,1.0,1222 E Roosevelt St,Phoenix,85006,AZ,USA,0.0,"1222 E Roosevelt St, Phoenix, AZ, 85006",Match,Exact,"1222 E ROOSEVELT ST, PHOENIX, AZ, 85006","-112.05592005212054,33.45876264383321",128213927.0,L
1210,https://www.zillow.com/b/h2o-apartments-phoenix-az-9TTxZy/,Apartment,1650.0,900.0,sqft,1.83,2.0,1.0,4236 N 14th St,Phoenix,85014,AZ,USA,0.0,"4236 N 14th St, Phoenix, AZ, 85014",No_Match,,,,,
1211,https://www.zillow.com/b/1725-e-cambridge-ave-phoenix-az-9TTXWm/,Apartment,1650.0,,,,2.0,1.0,1725 E Cambridge Ave,Phoenix,85006,AZ,USA,0.0,"1725 E Cambridge Ave, Phoenix, AZ, 85006",Match,Exact,"1725 E CAMBRIDGE AVE, PHOENIX, AZ, 85006","-112.04432209069375,33.47747014058973",128301188.0,R
1212,https://www.zillow.com/homedetails/1336-E-Willetta-St-APT-9-Phoenix-AZ-85006/2083537913_zpid/,Apartment,1625.0,950.0,sqft,1.71,2.0,1.0,1336 E Willetta St,Phoenix,85006,AZ,USA,1.0,"1336 E Willetta St, Phoenix, AZ, 85006",Match,Exact,"1336 E WILLETTA ST, PHOENIX, AZ, 85006","-112.05340333017176,33.4636972051581",128213373.0,L
1213,https://www.zillow.com/b/1102-e.-pierce-phoenix-az-5XsTbk/,Building,,,,,,,1102 E  Pierce St,Phoenix,85006,AZ,USA,0.0,"1102 E  Pierce St, Phoenix, AZ, 85006",Match,Exact,"1102 E PIERCE ST, PHOENIX, AZ, 85006","-112.05882798070007,33.45586921704387",128213858.0,L
1214,https://www.zillow.com/homedetails/2409-W-Hazelwood-St-Phoenix-AZ-85015/7767039_zpid/,Apartment,1625.0,880.0,sqft,1.85,2.0,1.0,2409 W Hazelwood St,Phoenix,85015,AZ,USA,0.0,"2409 W Hazelwood St, Phoenix, AZ, 85015",Match,Exact,"2409 W HAZELWOOD ST, PHOENIX, AZ, 85015","-112.11072782507557,33.50399373371971",128205057.0,L
1215,https://www.zillow.com/homedetails/5208-S-11th-Ave-Phoenix-AZ-85041/7504152_zpid/,Apartment,1625.0,983.0,sqft,1.65,2.0,1.0,5208 S 11th Ave,Phoenix,85041,AZ,USA,1.0,"5208 S 11th Ave, Phoenix, AZ, 85041",Match,Exact,"5208 S 11TH AVE, PHOENIX, AZ, 85041","-112.08631411212332,33.39913138304354",128919420.0,R
1216,https://www.zillow.com/homedetails/3615-E-Glenrosa-Ave-APT-1-Phoenix-AZ-85018/2098839737_zpid/,Apartment,1620.0,850.0,sqft,1.91,1.0,1.0,3615 E Glenrosa Ave,Phoenix,85018,AZ,USA,1.0,"3615 E Glenrosa Ave, Phoenix, AZ, 85018",Match,Exact,"3615 E GLENROSA AVE, PHOENIX, AZ, 85018","-112.00380719990926,33.49831557675287",128323600.0,R
1217,https://www.zillow.com/homedetails/3840-N-43rd-Ave-APT-69-Phoenix-AZ-85031/7508007_zpid/,Apartment,1600.0,980.0,sqft,1.63,2.0,2.0,3840 N 43rd Ave,Phoenix,85031,AZ,USA,1.0,"3840 N 43rd Ave, Phoenix, AZ, 85031",Match,Exact,"3840 N 43RD AVE, PHOENIX, AZ, 85031","-112.15174100026968,33.492485990624004",128421402.0,L
1218,https://www.zillow.com/homedetails/3830-E-Lakewood-Pkwy-E-APT-1174-Phoenix-AZ-85048/68540570_zpid/,Apartment,1600.0,693.0,sqft,2.31,1.0,1.0,3830 E Lakewood Pkwy E,Phoenix,85048,AZ,USA,0.0,"3830 E Lakewood Pkwy E, Phoenix, AZ, 85048",Match,Exact,"3830 E LAKEWOOD PKWY E, PHOENIX, AZ, 85048","-112.00158933720536,33.30291188710146",128781132.0,L
1219,https://www.zillow.com/homedetails/1901-W-Clarendon-Ave-1905-Phoenix-AZ-85015/2060795796_zpid/,Apartment,1600.0,875.0,sqft,1.83,2.0,1.0,1901 W Clarendon Ave,Phoenix,85015,AZ,USA,1.0,"1901 W Clarendon Ave, Phoenix, AZ, 85015",Match,Exact,"1901 W CLARENDON AVE, PHOENIX, AZ, 85015","-112.09997167450649,33.49131345269791",128205249.0,L
1220,https://www.zillow.com/homedetails/4903-E-Virginia-Ave-B-Phoenix-AZ-85008/346274486_zpid/,Apartment,1600.0,836.0,sqft,1.91,1.0,1.0,4903 E Virginia Ave,Phoenix,85008,AZ,USA,1.0,"4903 E Virginia Ave, Phoenix, AZ, 85008",Match,Exact,"4903 E VIRGINIA AVE, PHOENIX, AZ, 85008","-111.97582824617967,33.47640833350249",128225172.0,R
1221,https://www.zillow.com/homedetails/1150-Grand-Ave-1152-Phoenix-AZ-85007/2057703505_zpid/,Apartment,1600.0,740.0,sqft,2.16,1.0,1.0,1150 Grand Ave,Phoenix,85007,AZ,USA,1.0,"1150 Grand Ave, Phoenix, AZ, 85007",Match,Exact,"1150 GRAND AVE, PHOENIX, AZ, 85007","-112.0874782206497,33.45563119653474",128211799.0,R
1222,https://www.zillow.com/homedetails/718-W-Hazelwood-St-APT-7-Phoenix-AZ-85013/2057989730_zpid/,Apartment,1600.0,800.0,sqft,2.0,2.0,1.0,718 W Hazelwood St,Phoenix,85013,AZ,USA,1.0,"718 W Hazelwood St, Phoenix, AZ, 85013",Match,Exact,"718 W HAZELWOOD ST, PHOENIX, AZ, 85013","-112.08313587975601,33.50376576614491",128206183.0,R
1223,https://www.zillow.com/homedetails/909-E-Marlette-Ave-APT-4-Phoenix-AZ-85014/2081503823_zpid/,Apartment,1600.0,900.0,sqft,1.78,2.0,1.0,909 E Marlette Ave,Phoenix,85014,AZ,USA,0.0,"909 E Marlette Ave, Phoenix, AZ, 85014",Match,Exact,"909 E MARLETTE AVE, PHOENIX, AZ, 85014","-112.06278695779815,33.52909216479327",128208397.0,R
1224,https://www.zillow.com/homedetails/5302-E-Van-Buren-St-UNIT-2026-Phoenix-AZ-85008/81959993_zpid/,Apartment,1600.0,598.0,sqft,2.68,1.0,1.0,5302 E Van Buren St,Phoenix,85008,AZ,USA,1.0,"5302 E Van Buren St, Phoenix, AZ, 85008",Match,Exact,"5302 E VAN BUREN ST, PHOENIX, AZ, 85008","-111.96747128532735,33.45098217272118",652715448.0,L
